id,loan_status_2,loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status
7402,Paid,0,15000.0,60,25.8,447.34,G1,6,RENT,"(52000.0, 60000.0]",Verified,2014-01-10 00:00:00,debt_consolidation,CA,23.46,670,674,8,0,23188,73.4,0,0,26,0
7403,Paid,0,16400.0,36,13.11,553.46,B4,9,MORTGAGE,"(40000.0, 46000.0]",Verified,2013-01-06 00:00:00,debt_consolidation,MI,15.21,,684,8,0,18807,70.4,4,0,21,0
7404,Paid,0,3000.0,36,11.53,98.98,B5,8,RENT,"(60000.0, 65000.0]",Not Verified,2015-01-08 00:00:00,credit_card,CA,20.79,680,684,14,0,10178,76.5,0,0,33,-2
7405,Paid,0,15100.0,60,16.55,371.63,D2,10,OWN,"(32500.0, 40000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,CA,22.3,660,664,11,1,7413,50.1,0,1,34,-1
7406,Paid,0,15000.0,36,6.49,459.67,A2,0,RENT,"(133553.0, 6693021.0]",Not Verified,2016-01-06 00:00:00,debt_consolidation,CA,11.81,,799,7,0,3207,5.8,2,0,22,2
7407,Paid,0,20000.0,36,8.24,628.95,B1,8,MORTGAGE,"(107000.0, 133553.0]",Verified,2017-01-02 00:00:00,house,FL,16.17,705,709,16,0,27302,55.4,2,0,50,-1
7408,Written off,1,7325.0,36,14.08,250.64,C3,10,OWN,"(46000.0, 52000.0]",Source Verified,2017-01-07 00:00:00,credit_card,PA,25.98,695,699,30,1,11922,33.8,1,1,52,1
7409,Written off,1,32000.0,60,17.57,805.13,D4,0,RENT,"(72000.0, 80000.0]",Verified,2015-01-08 00:00:00,debt_consolidation,CA,14.82,685,689,7,0,5445,93.9,0,0,47,1
7410,Written off,1,-9750.0,36,12.99,328.47,B4,10,MORTGAGE,"(32500.0, 40000.0]",Verified,2013-01-11 00:00:00,debt_consolidation,CT,22.0,715,719,11,0,11595,29.8,2,0,29,-1
7411,Paid,0,3200.0,36,7.89,100.12,A5,2,RENT,"(91000.0, 107000.0]",Source Verified,2015-01-09 00:00:00,debt_consolidation,NY,5.98,680,684,5,0,14809,80.0,0,0,37,0
7412,Written off,1,18000.0,60,18.25,459.54,D3,5,RENT,"(72000.0, 80000.0]",Source Verified,2014-01-03 00:00:00,debt_consolidation,IL,7.54,670,674,7,2,549,2.8,0,0,34,1
7413,Paid,0,9000.0,36,7.49,279.92,A4,2,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,MA,16.16,700,704,9,0,18870,37.9,1,0,57,1
7414,Written off,1,5750.0,36,13.44,194.97,C3,10,MORTGAGE,"(65000.0, 72000.0]",Verified,2016-01-01 00:00:00,debt_consolidation,TX,2.88,675,679,3,0,918,54.0,0,0,33,0
7415,Written off,1,4500.0,36,12.99,151.61,C1,0,RENT,"(32500.0, 40000.0]",Not Verified,2014-01-10 00:00:00,debt_consolidation,NY,28.24,660,664,17,1,6657,58.9,2,1,49,1
7416,Paid,0,8000.0,36,13.99,273.39,C4,10,RENT,"(52000.0, 60000.0]",Source Verified,2016-01-01 00:00:00,credit_card,CA,21.45,665,669,13,1,7112,31.9,0,0,43,0
7417,Paid,0,35000.0,36,11.53,1154.66,B5,6,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,TX,7.72,700,704,11,0,48025,56.2,4,0,39,-1
7418,Paid,0,35000.0,36,13.99,1196.05,C4,3,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-09 00:00:00,credit_card,AR,26.52,700,704,17,0,51717,30.9,7,0,27,2
7419,Paid,0,2800.0,36,15.05,97.14,C4,0,RENT,"(6694.0, 32500.0]",Source Verified,2017-01-10 00:00:00,debt_consolidation,KY,8.8,675,679,9,0,2337,13.7,0,0,28,-1
7420,Paid,0,7000.0,36,10.49,227.49,B2,4,RENT,"(6694.0, 32500.0]",Not Verified,2016-01-12 00:00:00,debt_consolidation,CA,10.08,675,679,11,0,6752,40.0,0,0,47,0
7421,Written off,1,16800.0,60,20.49,449.7,E4,10,RENT,"(40000.0, 46000.0]",Verified,2015-01-04 00:00:00,debt_consolidation,OH,25.38,665,669,8,1,10083,77.0,4,1,44,0
7422,Written off,1,30000.0,60,11.71,662.95,B3,10,RENT,"(52000.0, 60000.0]",Verified,2011-01-09 00:00:00,debt_consolidation,FL,13.5,770,774,11,0,6949,12.2,,0,36,0
7423,Paid,0,6800.0,36,12.99,229.09,B4,10,RENT,"(32500.0, 40000.0]",Source Verified,2013-01-10 00:00:00,debt_consolidation,IL,30.58,730,734,7,0,3706,43.1,1,0,36,0
7424,Paid,0,5000.0,36,14.16,171.28,C2,10,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2014-01-04 00:00:00,other,IL,10.86,665,669,13,0,1877,21.6,2,0,47,-1
7425,Paid,0,17000.0,36,5.32,511.96,A1,10,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,MD,7.28,735,739,12,0,20851,27.9,1,0,29,2
7426,Paid,0,-6900.0,36,6.03,210.01,A1,3,RENT,"(65000.0, 72000.0]",Not Verified,2012-01-09 00:00:00,major_purchase,KS,8.2,790,794,14,0,2166,5.6,3,0,21,0
7427,Written off,1,14800.0,60,18.55,380.27,E2,8,RENT,"(32500.0, 40000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,OH,25.71,685,689,6,0,3045,69.2,0,0,45,1
7428,Written off,1,18000.0,36,14.65,620.9,C5,10,RENT,"(72000.0, 80000.0]",Not Verified,2015-01-06 00:00:00,debt_consolidation,CA,13.77,680,684,21,0,23759,72.9,1,0,28,0
7429,Paid,0,28000.0,36,9.16,892.48,B2,8,MORTGAGE,"(107000.0, 133553.0]",Verified,2016-01-03 00:00:00,home_improvement,VA,18.69,705,709,17,0,26403,32.6,5,0,36,1
7430,Written off,1,12000.0,36,12.69,402.54,C2,2,RENT,"(40000.0, 46000.0]",Verified,2015-01-09 00:00:00,debt_consolidation,IL,22.51,660,664,14,1,9546,43.4,1,1,29,0
7431,Written off,1,24000.0,60,14.49,564.56,C4,10,MORTGAGE,"(52000.0, 60000.0]",Verified,2014-01-10 00:00:00,debt_consolidation,KY,27.95,685,689,18,0,27964,60.9,3,0,34,-1
7432,Paid,0,30000.0,36,8.18,942.59,B1,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-11 00:00:00,debt_consolidation,IL,17.65,,699,11,1,92685,66.5,0,0,38,0
7433,Paid,0,20000.0,36,8.99,635.91,B1,9,OWN,"(52000.0, 60000.0]",Source Verified,2016-01-07 00:00:00,credit_card,TX,19.36,675,679,15,0,23032,58.0,1,0,29,0
7434,Paid,0,6475.0,36,13.98,221.24,C3,10,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2014-01-07 00:00:00,debt_consolidation,LA,24.69,665,669,7,0,17852,76.3,3,0,26,0
7435,Paid,0,12000.0,36,13.99,410.08,C4,2,RENT,"(32500.0, 40000.0]",Verified,2016-01-01 00:00:00,credit_card,WA,28.4,670,674,13,0,11918,48.1,0,0,37,0
7436,Paid,0,6000.0,36,13.99,205.04,C1,10,RENT,"(107000.0, 133553.0]",Source Verified,2012-01-05 00:00:00,debt_consolidation,CA,20.71,675,679,10,0,10401,55.0,2,0,35,1
7437,Paid,0,6000.0,36,8.39,189.1,A5,3,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2014-01-10 00:00:00,debt_consolidation,NY,23.45,685,689,15,0,12749,45.2,0,0,37,0
7438,Paid,0,12000.0,36,12.12,399.26,B3,5,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2013-01-06 00:00:00,debt_consolidation,WI,10.24,660,664,15,0,11558,59.6,3,0,37,0
7439,Paid,0,6000.0,36,16.55,212.58,D2,1,MORTGAGE,"(46000.0, 52000.0]",Verified,2015-01-04 00:00:00,home_improvement,IL,31.84,675,679,13,0,14340,42.8,1,0,31,-1
7440,Paid,0,3600.0,36,9.88,115.96,B1,0,MORTGAGE,"(6694.0, 32500.0]",Not Verified,2010-01-04 00:00:00,other,TX,15.41,730,734,7,0,12019,93.9,,0,38,0
7441,Written off,1,2650.0,36,10.99,86.75,B4,0,MORTGAGE,"(65000.0, 72000.0]",Verified,2015-01-11 00:00:00,debt_consolidation,AZ,20.48,665,669,8,0,13200,72.1,3,0,31,1
7442,Paid,0,14400.0,60,17.27,359.98,C5,0,RENT,"(40000.0, 46000.0]",Verified,2013-01-05 00:00:00,debt_consolidation,NJ,19.33,675,679,13,0,8654,75.9,0,0,24,-1
7443,Paid,0,2500.0,36,7.89,78.22,A5,3,RENT,"(65000.0, 72000.0]",Verified,2015-01-10 00:00:00,car,CA,19.17,695,699,7,0,8148,95.9,0,0,33,-2
7444,Paid,0,15000.0,36,8.9,476.3,A5,5,MORTGAGE,"(91000.0, 107000.0]",Verified,2012-01-12 00:00:00,credit_card,SC,19.9,685,689,19,0,26870,56.4,1,0,41,-1
7445,Paid,0,-20300.0,60,13.35,465.54,C2,4,RENT,"(65000.0, 72000.0]",Verified,2014-01-10 00:00:00,debt_consolidation,VA,30.0,690,694,22,1,5349,25.4,0,1,23,-1
7446,Paid,0,12800.0,60,10.49,275.06,B3,1,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2016-01-09 00:00:00,credit_card,PA,18.24,,754,9,0,11094,56.0,1,0,26,2
7447,Paid,0,20000.0,36,11.44,658.95,B4,10,OWN,"(65000.0, 72000.0]",Not Verified,2017-01-04 00:00:00,debt_consolidation,MI,33.08,,719,15,0,15590,30.9,3,0,22,0
7448,Paid,0,6000.0,36,12.69,201.27,C2,1,RENT,"(6694.0, 32500.0]",Source Verified,2015-01-08 00:00:00,credit_card,PA,16.86,660,664,5,0,5283,52.8,0,0,35,2
7449,Written off,1,18375.0,36,12.69,616.39,C2,3,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,MA,12.32,670,674,6,0,17791,85.1,0,0,25,0
7450,Written off,1,6000.0,36,8.67,189.88,B1,10,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2015-01-01 00:00:00,debt_consolidation,NY,15.07,700,704,8,0,2703,39.7,6,0,70,1
7451,Paid,0,6400.0,36,13.53,217.28,B5,2,OWN,"(6694.0, 32500.0]",Source Verified,2014-01-02 00:00:00,debt_consolidation,SC,16.08,700,704,5,0,4961,28.7,0,0,38,0
7452,Written off,1,35000.0,60,17.14,872.48,D4,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-11 00:00:00,debt_consolidation,DC,16.57,710,714,8,0,40847,88.2,4,0,33,1
7453,Paid,0,3000.0,36,5.32,90.35,A1,2,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2016-01-10 00:00:00,credit_card,OH,21.6,770,774,15,0,4484,16.7,1,0,34,0
7454,Paid,0,16500.0,36,12.35,550.8,B4,2,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2013-01-08 00:00:00,debt_consolidation,IL,24.46,720,724,19,0,12811,48.9,1,0,21,-1
7455,Paid,0,2400.0,36,13.11,81.0,B4,10,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2012-01-10 00:00:00,other,PA,20.1,695,699,9,0,35211,86.5,3,0,25,2
7456,Written off,1,35000.0,60,19.48,917.19,E2,10,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2016-01-01 00:00:00,debt_consolidation,VA,30.26,665,669,22,0,38895,46.1,2,0,59,1
7457,Paid,0,4000.0,36,7.9,125.17,A4,0,OWN,"(6694.0, 32500.0]",Source Verified,2012-01-07 00:00:00,debt_consolidation,TX,6.96,715,719,5,0,2954,49.2,0,0,45,1
7458,Written off,1,13000.0,60,8.67,267.79,B1,3,OWN,"(40000.0, 46000.0]",Not Verified,2014-01-12 00:00:00,credit_card,NV,19.37,745,749,20,0,22800,23.3,1,0,29,-1
7459,Paid,0,10000.0,60,14.49,235.24,C4,7,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2016-01-06 00:00:00,debt_consolidation,FL,7.03,710,714,7,0,7701,38.9,0,0,46,0
7460,Paid,0,24000.0,36,16.02,844.01,C5,5,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2017-01-08 00:00:00,credit_card,IL,13.32,715,719,19,0,139024,32.5,7,0,29,0
7461,Paid,0,16000.0,36,9.75,514.4,B3,2,RENT,"(80000.0, 91000.0]",Source Verified,2016-01-03 00:00:00,debt_consolidation,CA,10.87,690,694,12,0,14151,48.0,0,0,45,-1
7462,Written off,1,9950.0,36,15.8,348.84,C3,10,MORTGAGE,"(6694.0, 32500.0]",Verified,2013-01-05 00:00:00,home_improvement,WA,20.98,,679,7,1,7162,81.4,5,1,42,0
7463,Paid,0,35000.0,36,8.39,1103.09,B1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2016-01-03 00:00:00,debt_consolidation,NH,28.27,,694,15,0,63870,72.6,6,0,24,0
7464,Paid,0,2800.0,36,22.74,108.01,E1,10,RENT,"(32500.0, 40000.0]",Source Verified,2017-01-01 00:00:00,debt_consolidation,OH,11.8,,674,11,0,894,34.4,0,0,26,1
7465,Paid,0,6000.0,36,6.99,185.24,A3,0,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2015-01-02 00:00:00,debt_consolidation,NC,20.04,670,674,7,1,2378,59.4,3,1,32,1
7466,Paid,0,24500.0,36,9.17,781.04,B2,3,RENT,"(46000.0, 52000.0]",Source Verified,2015-01-06 00:00:00,debt_consolidation,MO,21.17,700,704,9,0,33831,68.9,0,0,34,-1
7467,Written off,1,8000.0,36,21.97,305.4,E4,5,RENT,"(40000.0, 46000.0]",Source Verified,2016-01-03 00:00:00,home_improvement,VA,23.31,665,669,11,0,8889,63.5,0,0,27,2
7468,Written off,1,30000.0,36,14.65,1034.83,C5,0,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-04 00:00:00,debt_consolidation,PA,14.73,670,674,6,0,31239,58.7,0,0,63,1
7469,Paid,0,18000.0,60,13.99,418.74,C3,10,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2016-01-09 00:00:00,debt_consolidation,IN,28.49,700,704,14,0,48291,88.0,1,0,35,0
7470,Paid,0,16000.0,36,8.18,502.72,B1,4,RENT,"(65000.0, 72000.0]",Source Verified,2015-01-07 00:00:00,credit_card,GA,9.65,665,669,8,3,7357,45.7,1,3,36,0
7471,Paid,0,1400.0,36,18.06,50.66,D2,4,MORTGAGE,"(6694.0, 32500.0]",Source Verified,2017-01-08 00:00:00,medical,MO,2.83,665,669,5,0,1117,55.9,1,0,48,0
7472,Paid,0,18000.0,60,14.99,428.13,C5,1,RENT,"(52000.0, 60000.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,CA,12.58,675,679,18,1,10787,36.4,0,1,22,0
7473,Written off,1,30000.0,60,15.61,723.34,D1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-04 00:00:00,debt_consolidation,LA,30.22,685,689,15,0,41577,69.5,1,0,54,3
7474,Paid,0,2500.0,36,11.67,82.65,B4,10,OWN,"(46000.0, 52000.0]",Not Verified,2014-01-07 00:00:00,debt_consolidation,HI,27.42,670,674,15,0,15547,76.6,2,0,23,-1
7475,Paid,0,6400.0,36,11.53,211.14,B5,9,MORTGAGE,"(52000.0, 60000.0]",Verified,2015-01-10 00:00:00,debt_consolidation,MI,19.53,685,689,10,0,8047,49.1,2,0,46,0
7476,Written off,1,12000.0,60,12.99,272.98,C1,10,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2014-01-06 00:00:00,debt_consolidation,AR,18.85,730,734,6,0,11881,86.1,3,0,26,0
7477,Paid,0,12000.0,36,12.29,400.24,C1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-07 00:00:00,home_improvement,KY,11.77,665,669,12,1,7969,53.0,2,1,38,1
7478,Paid,0,7200.0,36,12.49,240.84,B5,1,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2014-01-09 00:00:00,debt_consolidation,TX,12.41,660,664,7,0,3878,66.9,1,0,32,0
7479,Written off,1,-4800.0,36,8.24,150.95,B1,,OWN,"(6694.0, 32500.0]",Source Verified,2016-01-12 00:00:00,vacation,NY,8.5,755,759,6,0,4993,32.6,0,0,26,0
7480,Paid,0,3600.0,36,10.99,117.85,B4,10,RENT,"(6694.0, 32500.0]",Verified,2015-01-05 00:00:00,medical,FL,30.0,675,679,9,0,10395,71.2,8,0,24,1
7481,Written off,1,20000.0,60,14.99,475.7,C4,4,RENT,"(60000.0, 65000.0]",Not Verified,2017-01-05 00:00:00,debt_consolidation,MT,30.82,,684,13,0,5813,49.7,2,0,32,0
7482,Paid,0,30000.0,60,23.43,853.15,F1,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2014-01-05 00:00:00,debt_consolidation,CA,11.56,695,699,9,0,6435,102.1,1,0,47,0
7483,Paid,0,10500.0,36,19.03,385.05,D3,3,MORTGAGE,"(72000.0, 80000.0]",Verified,2017-01-05 00:00:00,debt_consolidation,CO,31.36,675,679,20,1,33505,61.0,1,1,41,0
7484,Paid,0,4375.0,36,15.61,152.98,D1,,RENT,"(6694.0, 32500.0]",Verified,2015-01-02 00:00:00,debt_consolidation,CA,22.09,,664,7,0,5555,47.1,0,0,40,-1
7485,Paid,0,16000.0,36,13.49,542.89,C2,10,RENT,"(65000.0, 72000.0]",Verified,2016-01-08 00:00:00,debt_consolidation,CA,14.67,,669,14,1,11677,39.6,0,1,26,2
7486,Paid,0,5600.0,36,13.59,190.29,C2,10,RENT,"(72000.0, 80000.0]",Not Verified,2017-01-08 00:00:00,debt_consolidation,PA,17.77,675,679,13,0,2160,5.6,4,0,25,0
7487,Paid,0,21000.0,60,12.69,332.71,B5,5,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2011-01-09 00:00:00,home_improvement,VA,3.22,760,764,17,0,1364,3.1,,0,37,-1
7488,Paid,0,2000.0,36,23.1,77.53,E4,10,RENT,"(60000.0, 65000.0]",Source Verified,2013-01-09 00:00:00,other,NJ,26.07,685,689,2,0,0,,0,0,27,-1
7489,Paid,0,5000.0,36,7.89,156.43,A5,9,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2015-01-06 00:00:00,home_improvement,TX,7.29,690,694,7,0,16179,39.9,1,0,32,0
7490,Paid,0,19200.0,36,20.0,713.55,D4,10,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2017-01-10 00:00:00,credit_card,LA,35.72,,694,25,0,28965,33.0,0,0,41,0
7491,Paid,0,8000.0,36,12.69,268.36,C2,1,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2015-01-06 00:00:00,other,GA,31.79,665,669,22,1,4692,74.5,3,1,34,0
7492,Paid,0,25000.0,60,15.61,602.79,D1,7,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-08 00:00:00,credit_card,LA,16.3,,674,19,0,15507,64.1,6,0,23,0
7493,Paid,0,-30000.0,36,18.45,1091.36,D2,7,RENT,"(40000.0, 46000.0]",Source Verified,2018-01-06 00:00:00,other,MO,5.27,,669,6,0,3000,37.5,0,0,27,0
7494,Paid,0,-7500.0,36,11.44,247.11,B4,1,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2014-01-11 00:00:00,debt_consolidation,NC,20.95,680,684,10,0,9119,70.1,2,0,26,0
7495,Written off,1,16000.0,36,13.49,542.89,C2,2,RENT,"(133553.0, 6693021.0]",Not Verified,2017-01-01 00:00:00,debt_consolidation,CA,16.38,,704,25,0,14418,60.8,2,0,35,0
7496,Written off,1,32000.0,60,19.99,847.63,E3,8,RENT,"(133553.0, 6693021.0]",Verified,2015-01-01 00:00:00,debt_consolidation,TN,16.35,690,694,14,0,11983,55.7,4,0,51,2
7497,Paid,0,19450.0,60,25.78,579.82,F5,10,MORTGAGE,"(60000.0, 65000.0]",Verified,2015-01-06 00:00:00,debt_consolidation,NY,29.84,660,664,27,0,38598,79.0,1,0,31,-2
7498,Paid,0,6000.0,36,6.03,182.62,A1,2,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2013-01-06 00:00:00,car,IL,13.5,765,769,39,0,73033,15.7,1,0,26,0
7499,Paid,0,6400.0,36,11.44,210.87,B4,6,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2017-01-04 00:00:00,home_improvement,TN,14.53,,684,4,0,4520,66.5,2,0,33,0
7500,Written off,1,8000.0,36,11.99,265.68,C1,3,RENT,"(32500.0, 40000.0]",Source Verified,2016-01-04 00:00:00,credit_card,MN,20.75,660,664,7,1,5101,78.5,0,1,27,0
7501,Paid,0,8500.0,36,8.19,267.11,A5,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,CA,16.6,700,704,12,0,32149,73.6,10,0,48,0
7502,Paid,0,24000.0,36,7.69,748.65,A4,1,OWN,"(107000.0, 133553.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,TX,14.46,,719,12,0,17755,51.0,4,0,35,0
7503,Paid,0,24175.0,36,9.99,779.95,B3,5,RENT,"(52000.0, 60000.0]",Source Verified,2015-01-05 00:00:00,debt_consolidation,FL,9.8,715,719,7,0,19524,25.6,0,0,29,1
7504,Paid,0,-7200.0,36,15.99,253.1,C5,2,RENT,"(32500.0, 40000.0]",Not Verified,2016-01-12 00:00:00,debt_consolidation,AZ,23.08,710,714,11,0,5209,34.5,0,0,56,-1
7505,Paid,0,19200.0,60,16.99,477.07,D3,3,OWN,"(52000.0, 60000.0]",Verified,2015-01-11 00:00:00,debt_consolidation,NC,21.88,680,684,7,0,12790,49.4,0,0,41,0
7506,Paid,0,24000.0,36,13.99,820.15,C4,5,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2016-01-01 00:00:00,home_improvement,VA,19.57,685,689,9,0,8334,59.1,1,0,38,-1
7507,Written off,1,2200.0,36,15.99,77.34,C5,1,RENT,"(6694.0, 32500.0]",Verified,2017-01-04 00:00:00,other,OH,33.18,660,664,7,0,2941,58.8,0,0,39,-1
7508,Paid,0,7500.0,36,14.33,257.54,C1,10,RENT,"(52000.0, 60000.0]",Not Verified,2013-01-04 00:00:00,debt_consolidation,CA,19.5,685,689,14,0,18053,52.6,2,0,39,0
7509,Paid,0,20000.0,36,6.68,614.62,A3,0,RENT,"(91000.0, 107000.0]",Source Verified,2015-01-04 00:00:00,debt_consolidation,MD,19.44,695,699,17,0,35672,81.6,0,0,37,0
7510,Paid,0,9950.0,36,15.61,347.9,C4,10,MORTGAGE,"(32500.0, 40000.0]",Verified,2013-01-12 00:00:00,debt_consolidation,CA,30.9,720,724,10,0,8783,45.7,4,0,38,0
7511,Written off,1,40000.0,36,11.49,1318.86,B5,2,RENT,"(133553.0, 6693021.0]",Verified,2016-01-09 00:00:00,debt_consolidation,NY,15.94,725,729,27,0,41906,49.2,0,0,27,0
7512,Paid,0,35000.0,36,9.17,1115.77,B2,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-09 00:00:00,debt_consolidation,CA,23.53,715,719,25,0,22456,27.7,5,0,31,0
7513,Written off,1,28000.0,60,9.99,594.78,B3,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2015-01-06 00:00:00,debt_consolidation,NC,16.94,700,704,9,0,49104,69.0,2,0,49,0
7514,Paid,0,13000.0,36,7.89,406.72,A5,10,RENT,"(80000.0, 91000.0]",Source Verified,2015-01-09 00:00:00,debt_consolidation,CA,16.3,680,684,7,0,3177,96.3,0,0,43,1
7515,Written off,1,14900.0,36,19.99,553.67,D4,,MORTGAGE,"(32500.0, 40000.0]",Verified,2017-01-04 00:00:00,home_improvement,CA,29.01,665,669,15,1,11666,45.6,1,1,34,1
7516,Written off,1,10000.0,36,11.39,329.24,B3,6,OWN,"(46000.0, 52000.0]",Not Verified,2017-01-03 00:00:00,credit_card,MS,34.94,720,724,11,0,10369,33.5,0,0,39,2
7517,Paid,0,30000.0,60,13.33,687.68,C3,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-09 00:00:00,debt_consolidation,MO,15.74,715,719,10,0,27407,63.1,7,0,43,2
7518,Paid,0,25000.0,36,6.62,767.6,A2,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2012-01-02 00:00:00,debt_consolidation,CA,7.79,775,779,8,0,20451,14.3,,0,44,0
7519,Paid,0,-11025.0,60,16.99,273.95,D3,3,MORTGAGE,"(72000.0, 80000.0]",Verified,2014-01-05 00:00:00,debt_consolidation,CA,26.45,690,694,17,1,1346,6.9,6,1,57,2
7520,Paid,0,20000.0,36,12.79,671.86,C1,10,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2016-01-09 00:00:00,debt_consolidation,ME,14.13,690,694,7,0,41884,97.4,2,0,49,0
7521,Paid,0,15000.0,36,13.66,510.2,C3,4,RENT,"(72000.0, 80000.0]",Not Verified,2015-01-01 00:00:00,debt_consolidation,IL,10.32,660,664,7,0,16829,65.7,0,0,26,-1
7522,Paid,0,15000.0,60,17.86,379.76,D5,5,OWN,"(65000.0, 72000.0]",Verified,2015-01-10 00:00:00,home_improvement,NY,14.26,690,694,12,1,4559,20.7,0,0,32,-2
7523,Paid,0,3975.0,60,16.29,97.28,C4,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2013-01-03 00:00:00,car,CO,18.05,,674,11,0,10758,84.0,1,0,42,4
7524,Paid,0,25000.0,36,7.34,775.82,A4,0,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2018-01-04 00:00:00,credit_card,MO,22.5,680,684,14,0,15581,49.5,5,0,27,1
7525,Written off,1,35000.0,60,23.4,994.73,E5,10,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2013-01-10 00:00:00,debt_consolidation,AL,32.37,,714,11,0,45476,72.2,4,0,37,-2
7526,Written off,1,28000.0,36,10.99,916.56,B3,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2014-01-07 00:00:00,credit_card,MD,20.05,665,669,13,1,20823,62.7,7,1,31,0
7527,Written off,1,10000.0,36,7.24,309.87,A3,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2017-01-03 00:00:00,small_business,CA,13.98,725,729,6,0,30975,67.9,5,0,28,-2
7528,Paid,0,20000.0,36,7.12,618.64,A3,10,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2014-01-08 00:00:00,credit_card,IN,21.67,720,724,17,0,28298,44.9,3,0,27,-2
7529,Paid,0,20000.0,36,14.99,693.21,C5,4,RENT,"(72000.0, 80000.0]",Source Verified,2014-01-05 00:00:00,debt_consolidation,NY,18.79,675,679,11,2,18809,72.9,0,0,33,1
7530,Paid,0,10000.0,36,11.49,329.72,B5,10,RENT,"(60000.0, 65000.0]",Source Verified,2015-01-11 00:00:00,other,NY,9.56,675,679,4,2,1053,81.0,0,0,34,0
7531,Paid,0,21000.0,36,7.9,657.1,A4,4,MORTGAGE,"(133553.0, 6693021.0]",Verified,2013-01-10 00:00:00,debt_consolidation,DC,21.16,,759,24,0,24725,22.7,7,0,42,-1
7532,Paid,0,8000.0,36,15.61,279.72,C4,3,RENT,"(32500.0, 40000.0]",Not Verified,2014-01-01 00:00:00,debt_consolidation,NY,16.69,665,669,5,0,5087,32.6,0,0,37,0
7533,Paid,0,15000.0,36,11.44,494.22,B4,10,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2014-01-11 00:00:00,home_improvement,MI,28.55,705,709,7,0,3087,39.6,4,0,47,0
